%% system starts processing frames at time: 0.922104 sec.
%%frame id(0 based), finish frame proc time in secs, R,P,Y of Rc2w in radians,X,Y,Z of T c in w in meters.
2569, 161.9, 0.0165608, -0.0171202, -0.0308818, -1.67517, -0.695514, 24.1151
2570, 161.946, 0.0165352, -0.0169207, -0.0300303, -1.67898, -0.697727, 24.2252
2571, 162.15, 0.0122888, -0.016318, -0.0294463, -1.68288, -0.700304, 24.3338
2572, 162.212, 0.00948207, -0.0168479, -0.0285469, -1.67756, -0.702986, 24.436
2573, 162.243, 0.0131661, -0.0158858, -0.0263238, -1.68042, -0.70566, 24.5412
2574, 162.29, 0.0161812, -0.0152063, -0.0229186, -1.68208, -0.708267, 24.6426
2575, 162.446, 0.0172647, -0.0147873, -0.0182093, -1.68187, -0.712009, 24.742
2576, 162.493, 0.0165384, -0.0135613, -0.017012, -1.67948, -0.717139, 24.8411
2577, 162.54, 0.017682, -0.0109275, -0.0161692, -1.68041, -0.720647, 24.9398
2578, 162.587, 0.017289, -0.00760084, -0.0220045, -1.68192, -0.723713, 25.0365
2579, 162.697, 0.0154049, -0.00294061, -0.0258593, -1.68263, -0.726848, 25.1308
2580, 162.743, 0.0161965, 0.00271451, -0.0306825, -1.68461, -0.729573, 25.2285
2581, 162.79, 0.0207743, 0.00866252, -0.0328582, -1.68419, -0.732394, 25.321
2582, 162.837, 0.0235711, 0.014232, -0.0330129, -1.68268, -0.735542, 25.4117
2583, 162.884, 0.0206754, 0.0195407, -0.0319792, -1.68096, -0.739052, 25.5019
2584, 162.931, 0.0129342, 0.0248505, -0.0287367, -1.6783, -0.743093, 25.5906
2585, 162.978, 0.00490123, 0.0294671, -0.024323, -1.67442, -0.746061, 25.6776
2586, 163.118, 0.0031038, 0.0328367, -0.0204488, -1.66936, -0.749944, 25.7618
2587, 163.165, 0.0075102, 0.0364738, -0.0217539, -1.67351, -0.750624, 25.8416
2588, 163.212, 0.0125966, 0.0376279, -0.0213365, -1.67105, -0.752739, 25.9188
2589, 163.259, 0.0159571, 0.0377733, -0.0178105, -1.66817, -0.75472, 25.9951
2590, 163.306, 0.0196358, 0.0379587, -0.0123682, -1.66504, -0.758185, 26.0694
2591, 163.353, 0.0249668, 0.0379, -0.0119517, -1.66262, -0.76217, 26.1432
2592, 163.4, 0.0300071, 0.0371238, -0.0131516, -1.66169, -0.764884, 26.2161
2593, 163.431, 0.031568, 0.0352102, -0.0137545, -1.65991, -0.767801, 26.2897
2594, 163.556, 0.0274583, 0.0319374, -0.00898525, -1.65704, -0.771311, 26.3638
2595, 163.603, 0.0198741, 0.0273004, -0.00429344, -1.65259, -0.773168, 26.4409
2596, 163.65, 0.014964, 0.0212504, -0.000606546, -1.65109, -0.776135, 26.5142
2597, 163.697, 0.0161543, 0.0124191, 0.00137332, -1.65084, -0.778817, 26.5865
2598, 163.744, 0.0184384, 0.00121857, 0.00108566, -1.65198, -0.781448, 26.6583
2599, 163.79, 0.0206821, -0.0116478, 0.000164815, -1.65437, -0.783772, 26.7296
2600, 163.837, 0.0222551, -0.0260261, 0.00306417, -1.65724, -0.786187, 26.8014
2601, 163.884, 0.021123, -0.0415091, 0.00306421, -1.66065, -0.788242, 26.8754
2602, 163.915, 0.0202288, -0.0563645, -0.00218369, -1.6659, -0.790429, 26.9493
2603, 163.962, 0.0193241, -0.0706284, -0.0101906, -1.67325, -0.792241, 27.0232
2604, 164.009, 0.020016, -0.0845294, -0.0152697, -1.68188, -0.794374, 27.1
2605, 164.181, 0.0223464, -0.0964215, -0.0175261, -1.69146, -0.797048, 27.1762
2606, 164.212, 0.0249158, -0.105436, -0.0239336, -1.7001, -0.799225, 27.2532
2607, 164.275, 0.0287494, -0.110943, -0.0327189, -1.71144, -0.80176, 27.3333
2608, 164.322, 0.0322125, -0.113722, -0.0395851, -1.72462, -0.804601, 27.4163
2609, 164.353, 0.0313977, -0.114219, -0.036276, -1.73505, -0.807119, 27.4996
2610, 164.4, 0.0272617, -0.112143, -0.0391888, -1.7464, -0.808968, 27.5855
2611, 164.509, 0.0199202, -0.108769, -0.0456009, -1.75238, -0.811648, 27.6644
2612, 164.556, 0.0148343, -0.102646, -0.0486295, -1.76357, -0.814726, 27.7536
2613, 164.603, 0.0184981, -0.0954481, -0.0426114, -1.77126, -0.817045, 27.8421
2614, 164.65, 0.0259208, -0.0860087, -0.0398784, -1.77818, -0.818836, 27.9308
2615, 164.697, 0.0299657, -0.075938, -0.0432749, -1.78554, -0.820693, 28.0222
2616, 164.744, 0.0270786, -0.0655008, -0.0442541, -1.79267, -0.823451, 28.118
2617, 164.775, 0.0214939, -0.054246, -0.0441863, -1.79774, -0.826181, 28.2136
2618, 164.822, 0.019141, -0.0419441, -0.0447432, -1.80089, -0.829353, 28.3086
2619, 164.869, 0.0246041, -0.0297662, -0.0471458, -1.80418, -0.831063, 28.4036
2620, 164.978, 0.0325982, -0.019128, -0.0446793, -1.80564, -0.83396, 28.5044
2621, 165.025, 0.0390406, -0.00977927, -0.0400827, -1.81187, -0.837022, 28.6111
2622, 165.072, 0.0385091, -0.00280534, -0.0382373, -1.81276, -0.841039, 28.7141
2623, 165.119, 0.0327737, 0.00297233, -0.0358025, -1.81298, -0.845331, 28.8197
2624, 165.15, 0.0269991, 0.00809052, -0.031622, -1.81158, -0.849022, 28.9259
2625, 165.197, 0.0233443, 0.0134996, -0.0294753, -1.81066, -0.852721, 29.0336
2626, 165.337, 0.0241417, 0.0174255, -0.0288236, -1.80977, -0.856061, 29.1415
2627, 165.4, 0.0260302, 0.0180596, -0.026947, -1.80625, -0.859396, 29.2511
2628, 165.447, 0.0244124, 0.01704, -0.0222714, -1.80391, -0.862042, 29.3633
2629, 165.494, 0.0208159, 0.0148619, -0.0209413, -1.80168, -0.865515, 29.4774
2630, 165.634, 0.0202932, 0.0127848, -0.0226771, -1.80148, -0.868497, 29.5932
2631, 165.697, 0.0222601, 0.0101082, -0.0245652, -1.8031, -0.871517, 29.7096
2632, 165.728, 0.0213942, 0.00641506, -0.0218174, -1.80292, -0.874584, 29.8287
2633, 165.775, 0.0175746, 0.00241926, -0.0185654, -1.80222, -0.877407, 29.9437
2634, 165.822, 0.0173494, -0.00155391, -0.0150044, -1.80174, -0.879374, 30.0583
2635, 165.853, 0.0231256, -0.00577056, -0.0117593, -1.80343, -0.882269, 30.1782
2636, 165.9, 0.0292066, -0.00954604, -0.00862245, -1.80556, -0.8863, 30.2952
2637, 165.947, 0.027952, -0.0130832, -0.00976157, -1.80574, -0.888993, 30.4141
2638, 166.056, 0.0209679, -0.0152222, -0.0118726, -1.8091, -0.893349, 30.5309
2639, 166.103, 0.0139528, -0.0175241, -0.0151082, -1.81059, -0.895754, 30.6408
2640, 166.15, 0.0143783, -0.0189242, -0.0174213, -1.81397, -0.898715, 30.7568
2641, 166.197, 0.0175243, -0.0207876, -0.0182186, -1.8164, -0.901286, 30.8734
2642, 166.228, 0.0182484, -0.0225233, -0.01961, -1.81911, -0.904485, 30.9904
2643, 166.353, 0.0175466, -0.0242064, -0.0201882, -1.82248, -0.906833, 31.1028
2644, 166.4, 0.021342, -0.0258255, -0.0217221, -1.82745, -0.910474, 31.2166
2645, 166.447, 0.0262957, -0.0261427, -0.0233323, -1.83106, -0.914239, 31.3308
2646, 166.494, 0.0267758, -0.026118, -0.0233326, -1.83396, -0.918128, 31.4447
2647, 166.541, 0.0224667, -0.0257284, -0.0229607, -1.83676, -0.922912, 31.5592
2648, 166.587, 0.0152129, -0.0255468, -0.0214338, -1.83964, -0.926899, 31.6735
2649, 166.634, 0.00922781, -0.025768, -0.0205003, -1.84221, -0.930271, 31.7864
2650, 166.681, 0.00889815, -0.0254057, -0.0193517, -1.84539, -0.934371, 31.9001
2651, 166.806, 0.0142246, -0.0247488, -0.0202204, -1.84879, -0.938063, 32.0135
2652, 166.853, 0.0198592, -0.0236017, -0.023804, -1.8534, -0.940177, 32.1307
2653, 166.916, 0.0239454, -0.0232705, -0.0280598, -1.85687, -0.943813, 32.243
2654, 166.947, 0.0269522, -0.0227463, -0.0264551, -1.85953, -0.948177, 32.3559
2655, 167.025, 0.0293079, -0.0220815, -0.0238084, -1.8623, -0.953361, 32.4667
2656, 167.056, 0.0266818, -0.0210009, -0.0188701, -1.86486, -0.957162, 32.5764
2657, 167.197, 0.0191973, -0.0213769, -0.0160206, -1.86608, -0.961717, 32.6873
2658, 167.259, 0.0147147, -0.0205781, -0.0123532, -1.87128, -0.965071, 32.7958
2659, 167.306, 0.0168365, -0.0200027, -0.012808, -1.87392, -0.968418, 32.9022
2660, 167.353, 0.0211385, -0.0194931, -0.0137309, -1.87713, -0.972086, 33.0067
2661, 167.4, 0.0242607, -0.0207266, -0.0200091, -1.88044, -0.975366, 33.1077
2662, 167.447, 0.0238898, -0.0237302, -0.0212025, -1.88364, -0.979156, 33.2099
2663, 167.603, 0.0220811, -0.0286755, -0.0203332, -1.88455, -0.982751, 33.3065
2664, 167.65, 0.0215451, -0.0337294, -0.0214129, -1.88912, -0.98573, 33.3999
2665, 167.697, 0.0204251, -0.0397188, -0.0197461, -1.89301, -0.989072, 33.4959
2666, 167.728, 0.0174134, -0.0465221, -0.0170635, -1.89875, -0.991946, 33.5927
2667, 167.775, 0.0132708, -0.0533442, -0.0185647, -1.90431, -0.994787, 33.6866
2668, 167.822, 0.010468, -0.0601193, -0.020694, -1.91135, -0.998445, 33.7778
2669, 167.869, 0.0111593, -0.0670136, -0.0229338, -1.91879, -1.00154, 33.8674
2670, 167.9, 0.0134569, -0.0737768, -0.022941, -1.92522, -1.00495, 33.9525
2671, 167.947, 0.0171287, -0.0804075, -0.0234252, -1.93158, -1.00683, 34.0358
2672, 168.072, 0.0201168, -0.0876341, -0.0244228, -1.9394, -1.0104, 34.1185
2673, 168.119, 0.0225466, -0.0947051, -0.0260418, -1.95361, -1.01491, 34.2045
2674, 168.166, 0.0235366, -0.103927, -0.0279076, -1.9635, -1.01837, 34.2855
2675, 168.213, 0.0218327, -0.113574, -0.0271872, -1.97369, -1.02138, 34.365
2676, 168.244, 0.0197057, -0.122589, -0.0284366, -1.98479, -1.02401, 34.4428
2677, 168.291, 0.0180224, -0.130641, -0.0318965, -1.99654, -1.02657, 34.5173
2678, 168.338, 0.0165442, -0.137942, -0.0359024, -2.00918, -1.02874, 34.5913
2679, 168.384, 0.0151362, -0.142653, -0.0442153, -2.02212, -1.03048, 34.6618
2680, 168.416, 0.0140993, -0.141965, -0.0532963, -2.03461, -1.03191, 34.7295
2681, 168.463, 0.0125315, -0.13533, -0.0603885, -2.04557, -1.03368, 34.795
2682, 168.603, 0.0113185, -0.123767, -0.0646676, -2.05412, -1.03585, 34.856
2683, 168.65, 0.0132588, -0.108475, -0.0679574, -2.05199, -1.03653, 34.911
2684, 168.697, 0.0161746, -0.0854973, -0.0717954, -2.05638, -1.03823, 34.9688
2685, 168.744, 0.0167508, -0.0555855, -0.0763182, -2.05854, -1.03969, 35.0256
2686, 168.791, 0.0143865, -0.0184066, -0.0779116, -2.05772, -1.04172, 35.081
2687, 168.838, 0.0122454, 0.0264997, -0.077234, -2.05374, -1.04387, 35.1335
2688, 168.885, 0.0114601, 0.0782828, -0.0741274, -2.04686, -1.04633, 35.1836
2689, 168.916, 0.0119656, 0.134695, -0.0746282, -2.03662, -1.04882, 35.2336
2690, 168.963, 0.0123376, 0.196088, -0.0765439, -2.02313, -1.05112, 35.2835
2691, 169.01, 0.0129496, 0.261357, -0.0691473, -2.0072, -1.05486, 35.3282
2692, 169.056, 0.0163094, 0.329285, -0.0553557, -1.98671, -1.05782, 35.3711
2693, 169.088, 0.0196655, 0.400905, -0.046016, -1.96446, -1.06041, 35.4116
2694, 169.244, 0.0238412, 0.475844, -0.0394247, -1.94197, -1.06364, 35.4485
2695, 169.65, 0.0264919, 0.548235, -0.0368196, -1.90814, -1.06344, 35.5034
2696, 169.697, 0.0265367, 0.620622, -0.0306885, -1.87523, -1.0665, 35.5476
2697, 169.744, 0.0252564, 0.691251, -0.023281, -1.84107, -1.06987, 35.5819
2698, 169.994, 0.0280697, 0.762281, -0.0120231, -1.80394, -1.07209, 35.6137
2699, 170.041, 0.0304635, 0.829406, -0.00150288, -1.76337, -1.07534, 35.64
2700, 170.088, 0.037832, 0.896863, 0.00949266, -1.72268, -1.07802, 35.6653
2701, 170.244, 0.0505409, 0.963488, 0.023473, -1.67962, -1.08063, 35.6867
2702, 170.291, 0.0614081, 1.02994, 0.036445, -1.63653, -1.08293, 35.7063
2703, 170.338, 0.0607274, 1.09488, 0.0404035, -1.59207, -1.08507, 35.7236
2704, 170.385, 0.053184, 1.15963, 0.0363805, -1.54616, -1.08687, 35.7394
2705, 170.525, 0.0536982, 1.22283, 0.0349833, -1.49865, -1.08806, 35.7527
2706, 170.572, 0.0971012, 1.28151, 0.0762573, -1.44693, -1.08901, 35.7619
2707, 170.619, 0.165304, 1.33398, 0.144735, -1.39256, -1.09121, 35.7689
2708, 170.666, 0.217774, 1.38122, 0.195747, -1.33673, -1.09329, 35.7757
2709, 170.713, 0.250712, 1.42444, 0.224933, -1.27815, -1.09507, 35.7835
2710, 170.869, 0.288939, 1.46304, 0.258246, -1.21783, -1.09584, 35.7884
2711, 170.916, 0.401386, 1.49403, 0.368799, -1.15158, -1.0976, 35.7894
2712, 170.963, 0.661963, 1.51435, 0.631279, -1.08582, -1.10019, 35.7893
2713, 171.01, 1.00076, 1.52507, 0.970605, -1.02016, -1.10323, 35.7881
2714, 171.057, 1.32014, 1.52664, 1.28904, -0.947988, -1.10604, 35.7863
2715, 171.244, 1.46604, 1.5255, 1.43487, -0.875909, -1.10804, 35.7852
2716, 171.291, 1.4745, 1.52565, 1.4449, -0.80132, -1.11014, 35.7873
2717, 171.338, 1.4116, 1.52638, 1.38401, -0.725367, -1.11276, 35.7882
2718, 171.385, 1.34234, 1.52743, 1.31676, -0.64765, -1.11596, 35.7897
2719, 171.432, 1.29943, 1.52511, 1.27389, -0.566898, -1.11874, 35.7915
2720, 171.478, 1.24581, 1.52422, 1.21967, -0.48378, -1.12148, 35.7933
2721, 171.525, 1.20313, 1.52131, 1.17672, -0.401397, -1.12182, 35.7934
2722, 171.666, 1.14172, 1.51878, 1.11628, -0.321051, -1.12266, 35.7916
2723, 171.728, 1.10022, 1.51797, 1.07273, -0.238937, -1.1247, 35.7938
2724, 171.775, 1.04248, 1.51765, 1.01101, -0.150257, -1.12783, 35.796
2725, 171.822, 1.01202, 1.51563, 0.974027, -0.0597568, -1.1308, 35.7985
2726, 171.869, 0.959835, 1.51525, 0.917804, 0.0342699, -1.13397, 35.8021
2727, 171.916, 0.905501, 1.51546, 0.865826, 0.129522, -1.13805, 35.8061
2728, 171.963, 0.835061, 1.51677, 0.800404, 0.22744, -1.14229, 35.8103
2729, 172.01, 0.791185, 1.51592, 0.762762, 0.324483, -1.14633, 35.8134
2730, 172.057, 0.769606, 1.51436, 0.741265, 0.427275, -1.14856, 35.8183
2731, 172.103, 0.744564, 1.51297, 0.715758, 0.533249, -1.15028, 35.8219
2732, 172.15, 0.723198, 1.51134, 0.695836, 0.640147, -1.15266, 35.8266
2733, 172.291, 0.741047, 1.50868, 0.71791, 0.737401, -1.15862, 35.8302
2734, 172.353, 0.766759, 1.5093, 0.745489, 0.843764, -1.16409, 35.8413
2735, 172.4, 0.774776, 1.50862, 0.749873, 0.953403, -1.16787, 35.8467
2736, 172.447, 0.739409, 1.51114, 0.705055, 1.06286, -1.1718, 35.8533
2737, 172.494, 0.747656, 1.51251, 0.703739, 1.17248, -1.17609, 35.86
2738, 172.542, 0.745801, 1.5149, 0.698891, 1.28408, -1.18057, 35.8652
2739, 172.713, 0.723918, 1.51981, 0.681633, 1.39909, -1.18628, 35.8735
2740, 172.776, 0.706284, 1.52372, 0.672311, 1.50903, -1.19176, 35.8767
2741, 172.932, 0.764429, 1.52564, 0.736433, 1.62506, -1.19649, 35.8819
2742, 172.979, 0.850133, 1.5249, 0.823616, 1.7424, -1.20088, 35.8841
2743, 173.042, 0.903869, 1.52487, 0.877186, 1.85861, -1.20477, 35.8873
2744, 173.088, 0.996362, 1.52198, 0.966968, 1.97598, -1.2089, 35.8904
2745, 173.135, 1.02101, 1.5211, 0.99187, 2.09466, -1.21411, 35.8957
2746, 173.245, 0.972121, 1.52331, 0.943479, 2.21695, -1.21907, 35.8986
2747, 173.292, 0.911974, 1.52568, 0.883639, 2.33632, -1.22391, 35.9007
2748, 173.417, 0.888403, 1.52645, 0.860274, 2.45913, -1.22793, 35.905
2749, 173.463, 0.854805, 1.52773, 0.828507, 2.58113, -1.23283, 35.9114
2750, 173.62, 0.792128, 1.53039, 0.764761, 2.70523, -1.23761, 35.9168
2751, 173.76, 0.778083, 1.53049, 0.74758, 2.82854, -1.24298, 35.9218
2752, 173.807, 0.783815, 1.5292, 0.749518, 2.95207, -1.24768, 35.9259
2753, 173.87, 0.771516, 1.52928, 0.737406, 3.07651, -1.25281, 35.9311
2754, 173.901, 0.799337, 1.52775, 0.765608, 3.20072, -1.25819, 35.9362
2755, 174.104, 0.78439, 1.52747, 0.753958, 3.3252, -1.26357, 35.9409
2756, 174.167, 0.816407, 1.52612, 0.789964, 3.45408, -1.26833, 35.9415
2757, 174.214, 0.833495, 1.52565, 0.812533, 3.57969, -1.2728, 35.9458
2758, 174.37, 0.83664, 1.52754, 0.817371, 3.70429, -1.27743, 35.9503
2759, 174.432, 0.836101, 1.52943, 0.81603, 3.82915, -1.28148, 35.9541
2760, 174.479, 0.8958, 1.52983, 0.87191, 3.95324, -1.28571, 35.9583
2761, 174.526, 0.96207, 1.52952, 0.93533, 4.07933, -1.29054, 35.9619
2762, 174.573, 1.01277, 1.52957, 0.985373, 4.20205, -1.29574, 35.9653
2763, 174.62, 1.06852, 1.52606, 1.04321, 4.32859, -1.30069, 35.9662
2764, 174.776, 1.08824, 1.52315, 1.06524, 4.44693, -1.30423, 35.9665
2765, 174.839, 1.08261, 1.52292, 1.05871, 4.57224, -1.30976, 35.9709
2766, 174.886, 1.05385, 1.52416, 1.02504, 4.69439, -1.31489, 35.9741
2767, 174.932, 1.00981, 1.52638, 0.974473, 4.81641, -1.32004, 35.9782
2768, 174.979, 0.931092, 1.5304, 0.887903, 4.93825, -1.3261, 35.9828
2769, 175.026, 0.899422, 1.53138, 0.854497, 5.05841, -1.33309, 35.987
2770, 175.073, 0.918979, 1.52939, 0.880152, 5.18012, -1.33905, 35.9902
2771, 175.214, 0.87573, 1.53048, 0.847769, 5.30079, -1.34529, 35.9926
2772, 175.276, 0.90333, 1.5295, 0.883293, 5.42483, -1.35019, 35.9965
2773, 175.323, 0.932897, 1.52582, 0.91105, 5.5441, -1.35473, 35.999
2774, 175.37, 0.976835, 1.52284, 0.952495, 5.66335, -1.35937, 36.0014
2775, 175.417, 0.96031, 1.52305, 0.930235, 5.78252, -1.36391, 36.0042
2776, 175.573, 0.916269, 1.52469, 0.882034, 5.89966, -1.37005, 36.0083
2777, 175.636, 0.891057, 1.52515, 0.852289, 6.01216, -1.37571, 36.0153
2778, 175.682, 0.855862, 1.52614, 0.813982, 6.12852, -1.38207, 36.0197
2779, 175.729, 0.772288, 1.52802, 0.730087, 6.24495, -1.38856, 36.0247
2780, 175.776, 0.683447, 1.52778, 0.643961, 6.36062, -1.39504, 36.0305
2781, 175.823, 0.610401, 1.52488, 0.577728, 6.47541, -1.4015, 36.0374
2782, 175.979, 0.568644, 1.51945, 0.542188, 6.5908, -1.40685, 36.0445
2783, 176.042, 0.49475, 1.51284, 0.470651, 6.70721, -1.4107, 36.0519
2784, 176.089, 0.497391, 1.50279, 0.476445, 6.82016, -1.41494, 36.0587
2785, 176.136, 0.455047, 1.49306, 0.435283, 6.93473, -1.41952, 36.0679
2786, 176.182, 0.36278, 1.48501, 0.341194, 7.04739, -1.4248, 36.0792
2787, 176.229, 0.307431, 1.47551, 0.281138, 7.15795, -1.42889, 36.0909
2788, 176.386, 0.266822, 1.46602, 0.236798, 7.26803, -1.43484, 36.1048
2789, 176.432, 0.216218, 1.45684, 0.186539, 7.39047, -1.43887, 36.1175
2790, 176.495, 0.171458, 1.44791, 0.147509, 7.5026, -1.44385, 36.1335
2791, 176.542, 0.157728, 1.43841, 0.137704, 7.61268, -1.44909, 36.1495
2792, 176.589, 0.141827, 1.42976, 0.120449, 7.72324, -1.45418, 36.1677
2793, 176.636, 0.137889, 1.42157, 0.109114, 7.83724, -1.45982, 36.1838
2794, 176.667, 0.134646, 1.41469, 0.103193, 7.94534, -1.46437, 36.2029
2795, 176.714, 0.132988, 1.40705, 0.104, 8.05666, -1.46991, 36.2227
2796, 176.761, 0.121498, 1.39935, 0.100278, 8.16771, -1.47479, 36.2411
2797, 176.917, 0.124589, 1.39072, 0.111342, 8.28413, -1.47991, 36.262
2798, 176.979, 0.107275, 1.38056, 0.0909228, 8.40234, -1.48256, 36.2807
2799, 177.026, 0.103157, 1.3708, 0.0787987, 8.51031, -1.48663, 36.3036
2800, 177.073, 0.113268, 1.36062, 0.0829216, 8.61951, -1.48994, 36.3269
2801, 177.12, 0.116514, 1.35059, 0.090422, 8.72946, -1.49426, 36.3511
2802, 177.151, 0.114549, 1.33994, 0.0964895, 8.84141, -1.49983, 36.3786
2803, 177.308, 0.124386, 1.32687, 0.11162, 8.95193, -1.50463, 36.4075
2804, 177.354, 0.139687, 1.31382, 0.123633, 9.05291, -1.50753, 36.4336
2805, 177.401, 0.157971, 1.30207, 0.134365, 9.15962, -1.51197, 36.4624
2806, 177.448, 0.176077, 1.29109, 0.145281, 9.26372, -1.51673, 36.4908
2807, 177.495, 0.171761, 1.28203, 0.13805, 9.3691, -1.52182, 36.5224
2808, 177.542, 0.15071, 1.27422, 0.117817, 9.4725, -1.5282, 36.555
2809, 177.589, 0.143224, 1.26635, 0.116381, 9.57662, -1.53427, 36.5871
2810, 177.792, 0.141565, 1.25879, 0.121524, 9.68356, -1.53871, 36.6232
2811, 177.839, 0.131068, 1.25197, 0.11755, 9.79018, -1.54206, 36.6584
2812, 177.886, 0.112214, 1.24549, 0.0982533, 9.89385, -1.54671, 36.695
2813, 177.933, 0.118128, 1.23773, 0.0972911, 9.99572, -1.55096, 36.7302
2814, 177.98, 0.132538, 1.22917, 0.105861, 10.0965, -1.55498, 36.7662
2815, 178.183, 0.123822, 1.2218, 0.0950874, 10.2001, -1.55931, 36.8036
2816, 178.245, 0.107127, 1.21539, 0.0820993, 10.3057, -1.56409, 36.8451
2817, 178.292, 0.105926, 1.20721, 0.0852837, 10.4087, -1.56909, 36.8844
2818, 178.355, 0.115412, 1.19915, 0.0916032, 10.5099, -1.57431, 36.9233
2819, 178.401, 0.11795, 1.19179, 0.086702, 10.6108, -1.57867, 36.9629
2820, 178.448, 0.123415, 1.18385, 0.0861233, 10.7081, -1.58556, 37.0039
2821, 178.495, 0.120175, 1.17484, 0.0831841, 10.808, -1.59102, 37.0453
2822, 178.667, 0.108186, 1.16489, 0.0739626, 10.9074, -1.59807, 37.0856
2823, 178.73, 0.0970168, 1.15653, 0.0624279, 11.0068, -1.60338, 37.1342
2824, 178.776, 0.0876291, 1.14698, 0.0519131, 11.1031, -1.60927, 37.1789
2825, 178.823, 0.0845077, 1.13768, 0.0478973, 11.1987, -1.61533, 37.2231
2826, 178.87, 0.0805338, 1.12812, 0.0453715, 11.2955, -1.62148, 37.2688
2827, 178.917, 0.0730475, 1.11869, 0.0387891, 11.3901, -1.62684, 37.314
2828, 178.948, 0.0671606, 1.10853, 0.0329505, 11.4777, -1.63278, 37.3528
2829, 178.995, 0.0665078, 1.09837, 0.0280598, 11.5675, -1.64032, 37.3967
2830, 179.042, 0.0713148, 1.08964, 0.0273726, 11.663, -1.64917, 37.4526
2831, 179.073, 0.0725908, 1.07799, 0.0258703, 11.7464, -1.65722, 37.4868
2832, 179.198, 0.0651524, 1.06838, 0.0226064, 11.8358, -1.66336, 37.5337
2833, 179.245, 0.0554789, 1.06108, 0.0222784, 11.9373, -1.66945, 37.5998
2834, 179.292, 0.0474796, 1.05091, 0.025495, 12.0273, -1.67574, 37.648
2835, 179.339, 0.0458195, 1.0407, 0.0288902, 12.1156, -1.68035, 37.6964
2836, 179.386, 0.0480494, 1.03053, 0.03057, 12.1984, -1.68551, 37.7441
2837, 179.433, 0.0501153, 1.02039, 0.0276771, 12.2808, -1.6902, 37.792
2838, 179.464, 0.0532027, 1.01075, 0.0266475, 12.3638, -1.6912, 37.8428
2839, 179.636, 0.0521844, 1.001, 0.0233346, 12.4444, -1.69607, 37.8901
2840, 179.683, 0.046941, 0.997573, 0.0173777, 12.5257, -1.70064, 37.9578
2841, 179.73, 0.0430509, 0.991173, 0.0147551, 12.6017, -1.70521, 38.0076
2842, 179.777, 0.0388831, 0.985764, 0.0103336, 12.6751, -1.70947, 38.0551
2843, 179.823, 0.0370059, 0.98223, 0.00874313, 12.7472, -1.71358, 38.1009
2844, 179.87, 0.0352684, 0.980056, 0.00581709, 12.8168, -1.7182, 38.1456
2845, 179.917, 0.0357478, 0.981797, 0.00248859, 12.8784, -1.72182, 38.1923
2846, 179.964, 0.0331533, 0.983816, -0.00351304, 12.9422, -1.72861, 38.2321
2847, 179.995, 0.0319977, 0.989213, -0.00600086, 13.0022, -1.73408, 38.2724
2848, 180.042, 0.0279204, 0.997189, -0.00925609, 13.06, -1.73926, 38.3092
2849, 180.089, 0.0226628, 1.00761, -0.00979325, 13.1202, -1.74217, 38.344
2850, 180.261, 0.0138748, 1.02062, -0.00980607, 13.1758, -1.74638, 38.3774
2851, 180.308, 0.012402, 1.03802, -0.00529701, 13.2246, -1.74594, 38.4131
2852, 180.355, 0.0157895, 1.05309, 0.00325838, 13.2749, -1.74867, 38.4408
2853, 180.402, 0.0247094, 1.06923, 0.0138022, 13.3228, -1.75074, 38.4656
2854, 180.448, 0.0332438, 1.08684, 0.0206499, 13.3694, -1.75245, 38.4891
2855, 180.511, 0.0516449, 1.1064, 0.0332383, 13.4161, -1.75378, 38.5107
2856, 180.558, 0.0603349, 1.12803, 0.0338406, 13.4628, -1.75513, 38.5314
2857, 180.605, 0.0615891, 1.15337, 0.029395, 13.5104, -1.75685, 38.5512
2858, 180.652, 0.0545016, 1.18276, 0.0207775, 13.5582, -1.75893, 38.5694
2859, 180.698, 0.0583165, 1.21546, 0.0260746, 13.6062, -1.76017, 38.5849
2860, 180.745, 0.0621886, 1.24991, 0.0323549, 13.6521, -1.76239, 38.5951
2861, 180.777, 0.0761107, 1.28707, 0.0492632, 13.6974, -1.76527, 38.6035
2862, 181.027, 0.106137, 1.32442, 0.082755, 13.7458, -1.7674, 38.6103
2863, 181.089, 0.145447, 1.36073, 0.125466, 13.7903, -1.77165, 38.6114
2864, 181.136, 0.174885, 1.40159, 0.153546, 13.8374, -1.77424, 38.6157
2865, 181.183, 0.190905, 1.44531, 0.166353, 13.8846, -1.77643, 38.6193
2866, 181.245, 0.239515, 1.49071, 0.211313, 13.9326, -1.77832, 38.6202
2867, 181.292, 0.557437, 1.53514, 0.527408, 13.9816, -1.7801, 38.6179
2868, 181.339, 2.37397, 1.54412, 2.34161, 14.031, -1.78125, 38.6131
2869, 181.386, 2.84456, 1.49753, 2.81056, 14.0824, -1.78249, 38.6044
2870, 181.433, 2.97071, 1.44684, 2.93871, 14.1349, -1.78362, 38.5936
2871, 181.48, 3.03699, 1.3947, 3.01082, 14.1888, -1.78596, 38.5809
2872, 181.699, 3.06964, 1.34264, 3.05013, 14.2383, -1.78877, 38.5645
2873, 181.761, 3.09341, 1.28788, 3.07782, 14.2955, -1.78992, 38.5457
2874, 181.823, 3.10381, 1.23182, 3.09174, 14.3507, -1.79088, 38.5217
2875, 181.87, 3.11019, 1.17379, 3.10103, 14.4058, -1.79212, 38.4938
